Invoice Number	Distributor Billed SAP code	Distributor Shipped SAP code	Distribution Channel	Depo SAP code	SAP user code	Billing date	Material code	QTY	UOM	Basic Rate	Total Discount	GST%	GST Amt	Total Billed Amt	vehicalno	driver_name	driver_phoneno	Retail Margin	Dist. Margin	Damage/Leakage	Trade Discount	Alternative_UOM	UOM	Doc Type	Item category	Net Value	Tax Amount	Net Amount plus tax
7111011450	0001002310	0001002310	10	1101	MNSD04	20180717	90100019_65	        72.000	CUP	         3903.2	             0.00	JOCG      0JOSG      0	             0.00	          3903.20	MH-04/EL-9305			9.091-%	7.799-%	0.459-%		          3.000	BOX	ZDOR	TAN	          3903.20	             0.00	          3903.20
7111011450	0001002310	0001002310	10	1101	MNSD04	20180717	90100019_65	        24.000	CUP	              0	             0.00	JOCG      0JOSG      0	             0.00	             0.00	MH-04/EL-9305			9.091-%	7.799-%	0.459-%		          1.000	BOX	ZDOR	TANN	             0.00	             0.00	             0.00
7111011502	0001000032	0001000032	10	1101	MNSD02	20180718	90800001_75	       336.000	BLK	       20778.96	          1597.79	JOCG    2.5JOSG    2.5	           959.06	         20140.23	MH-14/DM-9520			9.091-%	4.286-%	0.477-%	8.33-%	         14.000	BOX	ZDOR	TAN	         19181.17	           959.06	         20140.23
7111011502	0001000032	0001000032	10	1101	MNSD02	20180718	90800001_75	       864.000	BLK	       53431.61	          4108.61	JOCG    2.5JOSG    2.5	          2466.16	         51789.16	MH-14/DM-9520			9.091-%	4.286-%	0.477-%	8.33-%	         36.000	BOX	ZDOR	TAN	         49323.00	          2466.16	         51789.16
7651004767	0001001873	0001001873	10	1605	DPSDPBAN	20180718	90500069_350	        12.000	PAC	           3024	             0.00	JOCG      6JOSG      6	           362.88	          3386.88				19.36-%	0%			          1.000	BOX	ZDOR	TAN	          3024.00	           362.88	          3386.88
7781001210	0004000121	0004000121	10	1618	DPSDJLNDR	20180717	90500021_125	        40.000	BLK	        3865.13	           351.38	JOCG      6JOSG      6	           421.66	          3935.41				9.091-%	4.286-%	0.477-%	10-%	          1.000	BOX	ZDOR	TAN	          3513.75	           421.66	          3935.41
7781001210	0004000121	0004000121	10	1618	DPSDJLNDR	20180717	90500174_135	        48.000	PAC	        5009.21	           455.38	JOCG      6JOSG      6	           546.46	          5100.29				9.091-%	4.286-%	0.477-%	10-%	          1.000	BOX	ZDOR	TAN	          4553.83	           546.46	          5100.29
7781001210	0004000121	0004000121	10	1618	DPSDJLNDR	20180717	90500174_135	        48.000	PAC	        5009.21	           455.38	JOCG      6JOSG      6	           546.46	          5100.29				9.091-%	4.286-%	0.477-%	10-%	          1.000	BOX	ZDOR	TAN	          4553.83	           546.46	          5100.29
7781001223	0001000563	0001000563	10	1618	DPSDJLNDR	20180718	90500021_125	       120.000	BLK	        11595.4	          1054.13	JOCG      6JOSG      6	          1264.96	         11806.23				9.091-%	4.286-%	0.477-%	10-%	          3.000	BOX	ZDOR	TAN	         10541.27	          1264.96	         11806.23
7611005136	0002000099	0002000099	10	1601	DPSDMN	20180718	90200131_525	       420.000	POU	      174439.25	          4199.81	JOCG      6JOSG      6	         20428.74	        190668.18	MH-16/AY-5287			7.408-%	3.828-%	0.479-%	2.467-%	         35.000	BOX	ZDOR	TAN	        170239.44	         20428.74	        190668.18
7611005136	0002000099	0002000099	10	1601	DPSDMN	20180718	90200002_270	       828.000	JAR	       176863.8	          4140.19	JOCG      6JOSG      6	         20726.84	        193450.45	MH-16/AY-5287			7.407-%	3.829-%	0.477-%	2.397-%	         23.000	BOX	ZDOR	TAN	        172723.61	         20726.84	        193450.45
7611005136	0002000099	0002000099	10	1601	DPSDMN	20180718	90200002_270	       432.000	JAR	       92276.77	          2160.10	JOCG      6JOSG      6	         10814.00	        100930.67	MH-16/AY-5287			7.407-%	3.829-%	0.477-%	2.397-%	         12.000	BOX	ZDOR	TAN	         90116.67	         10814.00	        100930.67
7611005136	0002000099	0002000099	10	1601	DPSDMN	20180718	90200003_120	      2100.000	JAR	      199365.39	          4199.96	JOCG      6JOSG      6	         23419.86	        218585.29	MH-16/AY-5287			7.408-%	3.828-%	0.476-%	2.152-%	         35.000	BOX	ZDOR	TAN	        195165.43	         23419.86	        218585.29
7611005145	0001000115	0001000115	10	1601	DPSDMN	20180718	90200006_499	      1000.000	POU	      394762.75	          9999.98	JOCG      6JOSG      6	         46171.54	        430934.31	MH-14/GD-4198			7.408-%	3.829-%	0.478-%	2.599-%	        100.000	BOX	ZDOR	TAN	        384762.77	         46171.54	        430934.31
7611005145	0001000115	0001000115	10	1601	DPSDMN	20180718	90200007_249	       500.000	POU	       98489.82	          2499.59	JOCG      6JOSG      6	         11518.82	        107509.05	MH-14/GD-4198			7.408-%	3.83-%	0.48-%	2.604-%	         25.000	BOX	ZDOR	TAN	         95990.23	         11518.82	        107509.05
7611005145	0001000115	0001000115	10	1601	DPSDMN	20180718	90200007_249	        80.000	POU	       15758.38	           399.93	JOCG      6JOSG      6	          1843.02	         17201.47	MH-14/GD-4198			7.408-%	3.83-%	0.48-%	2.604-%	          4.000	BOX	ZDOR	TAN	         15358.45	          1843.02	         17201.47
7611005145	0001000115	0001000115	10	1601	DPSDMN	20180718	90200007_249	      1420.000	POU	      279711.09	          7098.82	JOCG      6JOSG      6	         32713.48	        305325.75	MH-14/GD-4198			7.408-%	3.83-%	0.48-%	2.604-%	         71.000	BOX	ZDOR	TAN	        272612.27	         32713.48	        305325.75
7661002393	0001002337	0001002337	10	1606	DPSDPCHN	20180718	90400000_30	       240.000	BT	        4274.24	           557.51	JOCG    2.5JOSG    2.5	           185.84	          3902.57				33.334-%	6.05-%	0.45-%	15-%	         10.000	BOX	ZDOR	TAN	          3716.73	           185.84	          3902.57
7661002393	0001002337	0001002337	10	1606	DPSDPCHN	20180718	90400002_30	       240.000	BT	        4274.24	           557.51	JOCG    2.5JOSG    2.5	           185.84	          3902.57				33.334-%	6.05-%	0.45-%	15-%	         10.000	BOX	ZDOR	TAN	          3716.73	           185.84	          3902.57
7661002393	0001002337	0001002337	10	1606	DPSDPCHN	20180718	90200098_565	        16.000	JAR	        7151.62	           352.02	JOCG      6JOSG      6	           815.96	          7615.56				7.408-%	3.829-%	0.478-%	5.177-%	          2.000	BOX	ZDOR	TAN	          6799.60	           815.96	          7615.56
7661002393	0001002337	0001002337	10	1606	DPSDPCHN	20180718	90400006_40	        24.000	TIN	         742.11	            96.80	JOCG      6JOSG      6	            77.44	           722.75				9.091-%	4.286-%	0.477-%	15-%	          1.000	BOX	ZDOR	TAN	           645.31	            77.44	           722.75
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500070_1000	        66.000	PAC	          43560	          1320.00	JOCG      6JOSG      6	          5068.80	         47308.80	DL1LV-6105			26.08-%				         11.000	BOX	ZDOR	TAN	         42240.00	          5068.80	         47308.80
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500002_900	        12.000	PAC	           7560	           240.00	JOCG      6JOSG      6	           878.40	          8198.40	DL1LV-6105			21.6-%				          2.000	BOX	ZDOR	TAN	          7320.00	           878.40	          8198.40
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500084_820	        12.000	PAC	        6839.68	           240.00	JOCG      6JOSG      6	           791.96	          7391.64	DL1LV-6105			22.15-%				          2.000	BOX	ZDOR	TAN	          6599.68	           791.96	          7391.64
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500017_398	        12.000	BLK	        3814.85	           282.58	JOCG      6JOSG      6	           423.88	          3956.15	DL1LV-6105			7.408-%	2.899-%	0.483-%	8-%	          1.000	BOX	ZDOR	TAN	          3532.27	           423.88	          3956.15
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500013_900	        18.000	PAC	          11340	           360.00	JOCG      6JOSG      6	          1317.60	         12297.60	DL1LV-6105			21.6-%				          3.000	BOX	ZDOR	TAN	         10980.00	          1317.60	         12297.60
7731002813	0003000047	0003000047	40	1613	DPSDDEL	20180718	90500005_1100	         6.000	BLK	        4680.11	             0.00	JOCG      6JOSG      6	           561.62	          5241.73	DL1LV-6105			20.58-%				          1.000	BOX	ZDOR	TAN	          4680.11	           561.62	          5241.73
7741000898	0003000050	0003000050	40	1614	DPSDJAM	20180718	90500026_365	        24.000	PAC	        6771.79	           501.61	JOCG      6JOSG      6	           752.42	          7022.60				9.091-%	4.286-%	0.476-%	8-%	          2.000	BOX	ZDOR	TAN	          6270.18	           752.42	          7022.60
7741000898	0003000050	0003000050	40	1614	DPSDJAM	20180718	90500013_900	        24.000	PAC	          15120	           480.00	JOCG      6JOSG      6	          1756.80	         16396.80				21.6-%				          4.000	BOX	ZDOR	TAN	         14640.00	          1756.80	         16396.80
7741000898	0003000050	0003000050	40	1614	DPSDJAM	20180718	90500013_900	        24.000	PAC	          15120	           480.00	JOCG      6JOSG      6	          1756.80	         16396.80				21.6-%				          4.000	BOX	ZDOR	TAN	         14640.00	          1756.80	         16396.80
7741000898	0003000050	0003000050	40	1614	DPSDJAM	20180718	90500003_900	        84.000	PAC	          52920	          1680.00	JOCG      6JOSG      6	          6148.80	         57388.80				21.6-%				         14.000	BOX	ZDOR	TAN	         51240.00	          6148.80	         57388.80
7611005137	0001000052	0001000052	10	1601	DPSDMN	20180718	90300009_100	       600.000	PAC	       41162.19	         21667.90	JOCG      9JOSG      9	          3508.98	         23003.27	MH-16/AY-5287			15-%	4.29-%	0.472-%	111.15-%	         10.000	BOX	ZDOR	TAN	         19494.29	          3508.98	         23003.27
7651004754	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500026_365	       144.000	PAC	       40630.29	          3009.65	JOCG      6JOSG      6	          4514.48	         42135.12				9.091-%	4.286-%	0.477-%	8-%	         12.000	BOX	ZDOR	TAN	         37620.64	          4514.48	         42135.12
7651004754	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500026_365	        36.000	PAC	       10157.57	           752.41	JOCG      6JOSG      6	          1128.62	         10533.78				9.091-%	4.286-%	0.477-%	8-%	          3.000	BOX	ZDOR	TAN	          9405.16	          1128.62	         10533.78
7651004754	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500002_900	        60.000	PAC	          37800	             0.00	JOCG      6JOSG      6	          4536.00	         42336.00				21.6-%	0%			         10.000	BOX	ZDOR	TAN	         37800.00	          4536.00	         42336.00
7651004754	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500070_1000	        30.000	PAC	          19800	             0.00	JOCG      6JOSG      6	          2376.00	         22176.00				26.08-%	0%			          5.000	BOX	ZDOR	TAN	         19800.00	          2376.00	         22176.00
7651004755	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500002_900	         6.000	PAC	           3780	             0.00	JOCG      6JOSG      6	           453.60	          4233.60				21.6-%	0%			          1.000	BOX	ZDOR	TAN	          3780.00	           453.60	          4233.60
7651004755	0001000447	0001000447	10	1605	DPSDPBAN	20180718	90500026_365	        12.000	PAC	        3385.86	           250.80	JOCG      6JOSG      6	           376.20	          3511.26				9.091-%	4.286-%	0.477-%	8-%	          1.000	BOX	ZDOR	TAN	          3135.06	           376.20	          3511.26
7701011535	0001000033	0001000033	10	1610	DPSDBHI01	20180718	90300009_100	       420.000	PAC	       28813.53	         15167.53	JOCG      9JOSG      9	          2456.28	         16102.28	MH04.GC6758			15-%	4.29-%	0.472-%	111.15-%	          7.000	BOX	ZDOR	TAN	         13646.00	          2456.28	         16102.28
7701011550	0004000105	0004000105	40	1610	DPSDBHI01	20180718	90500017_398	        96.000	BLK	       30518.82	          2260.65	JOCG      6JOSG      6	          3390.98	         31649.15	MH05.AM3088			7.408-%	2.899-%	0.483-%	8-%	          8.000	BOX	ZDOR	TAN	         28258.17	          3390.98	         31649.15
7701011550	0004000105	0004000105	40	1610	DPSDBHI01	20180718	90500069_350	        84.000	PAC	          21168	             0.00	JOCG      6JOSG      6	          2540.16	         23708.16	MH05.AM3088			19.36-%				          7.000	BOX	ZDOR	TAN	         21168.00	          2540.16	         23708.16
7111011478	0007000013	0007000013	60	1101	MNSD04	20180718	90800020_350	       125.000	PAC	           3125	             0.00		             0.00	          3125.00								         25.000	KG	ZDOR	TAN	          3125.00	             0.00	          3125.00
7611005149	0001000017	0001000017	40	1601	DPSDMN	20180718	90500013_900	        90.000	PAC	          56700	          1800.00	JOCG      6JOSG      6	          6588.00	         61488.00	MH-14/DM-5228			21.6-%				         15.000	BOX	ZDOR	TAN	         54900.00	          6588.00	         61488.00
7611005149	0001000017	0001000017	40	1601	DPSDMN	20180718	90500071_960	         6.000	BLK	           3960	           120.00	JOCG      6JOSG      6	           460.80	          4300.80	MH-14/DM-5228			23-%				          1.000	BOX	ZDOR	TAN	          3840.00	           460.80	          4300.80
7611005151	0001000017	0001000017	10	1601	DPSDMN	20180718	90800001_75	        72.000	BLK	        4452.64	           342.38	JOCG    2.5JOSG    2.5	           205.52	          4315.78	MH-14/DM-5228			9.091-%	4.286-%	0.477-%	8.33-%	          3.000	BOX	ZDOR	TAN	          4110.26	           205.52	          4315.78
7611005151	0001000017	0001000017	10	1601	DPSDMN	20180718	90800006_40	        84.000	BLK	        2770.52	           213.04	JOCG    2.5JOSG    2.5	           127.88	          2685.36	MH-14/DM-5228			9.091-%	4.286-%	0.477-%	8.33-%	          3.000	BOX	ZDOR	TAN	          2557.48	           127.88	          2685.36
7681001628	0001000296	0001000296	10	1608	DPSDINDOR	20180718	90200001_525	       252.000	JAR	      104663.54	          2519.88	JOCG      6JOSG      6	         12257.24	        114400.90				7.408-%	3.829-%	0.478-%	2.467-%	         14.000	BOX	ZDOR	TAN	        102143.66	         12257.24	        114400.90
7681001628	0001000296	0001000296	10	1608	DPSDINDOR	20180718	90200002_270	       144.000	JAR	       30758.92	           720.03	JOCG      6JOSG      6	          3604.66	         33643.55				7.407-%	3.829-%	0.477-%	2.397-%	          4.000	BOX	ZDOR	TAN	         30038.89	          3604.66	         33643.55
7681001628	0001000296	0001000296	10	1608	DPSDINDOR	20180718	90200003_120	       360.000	JAR	       34176.92	           719.99	JOCG      6JOSG      6	          4014.84	         37471.77				7.408-%	3.828-%	0.476-%	2.152-%	          6.000	BOX	ZDOR	TAN	         33456.93	          4014.84	         37471.77
7681001628	0001000296	0001000296	10	1608	DPSDINDOR	20180718	90200082_2720	         6.000	JAR	       12910.74	           300.01	JOCG      6JOSG      6	          1513.28	         14124.01				7.408-%	3.829-%	0.479-%	2.379-%	          3.000	BOX	ZDOR	TAN	         12610.73	          1513.28	         14124.01
7701011536	0001000033	0001000033	10	1610	DPSDBHI01	20180718	90500030_72	        72.000	PAC	        4007.37	           190.83	JOCG      6JOSG      6	           457.98	          4274.52	MH04.GC6758			9.091-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	          3816.54	           457.98	          4274.52
7701011536	0001000033	0001000033	10	1610	DPSDBHI01	20180718	90500021_125	       200.000	BLK	       19325.67	          1756.88	JOCG      6JOSG      6	          2108.26	         19677.05	MH04.GC6758			9.091-%	4.286-%	0.477-%	10-%	          5.000	BOX	ZDOR	TAN	         17568.79	          2108.26	         19677.05
7701011536	0001000033	0001000033	10	1610	DPSDBHI01	20180718	90500059_79	        48.000	CUP	        2931.32	           139.59	JOCG      6JOSG      6	           335.00	          3126.73	MH04.GC6758			9.091-%	4.286-%	0.477-%	5-%	          2.000	BOX	ZDOR	TAN	          2791.73	           335.00	          3126.73
7701011536	0001000033	0001000033	10	1610	DPSDBHI01	20180718	90500064_79	        24.000	CUP	        1465.66	            69.79	JOCG      6JOSG      6	           167.50	          1563.37	MH04.GC6758			9.091-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	          1395.87	           167.50	          1563.37
7111011481	0001000071	0001000071	10	1101	MNSD00	20180718	90800001_75	       360.000	BLK	       22263.17	          1711.92	JOCG    2.5JOSG    2.5	          1027.56	         21578.81	MH-14-AZ/5420			9.091-%	4.286-%	0.477-%	8.33-%	         15.000	BOX	ZDOR	TAN	         20551.25	          1027.56	         21578.81
7691001483	0001000256	0001000256	10	1609	DPSDJAIPR	20180718	90200130_5000	         5.000	TIN	          18000	             0.00	JOCG      6JOSG      6	          2160.00	         20160.00		NEW INDIA TRANSLINES (P.) LTD		19.36-%				          5.000	TIN	ZDOR	TAN	         18000.00	          2160.00	         20160.00
7691001485	0001000228	0001000228	10	1609	DPSDJAIPR	20180718	90300050_165	        24.000	JAR	         3265.3	           474.45	JOCG    2.5JOSG    2.5	           139.54	          2930.39		SHREE GUPTA ROAD LINES		9.091-%	4.286-%	0.476-%	17-%	          1.000	BOX	ZDOR	TAN	          2790.85	           139.54	          2930.39
7691001485	0001000228	0001000228	10	1609	DPSDJAIPR	20180718	14001437_6	        48.000	NOS	              0	             0.00		             0.00	             0.00		SHREE GUPTA ROAD LINES						         48.000	NOS	ZDOR	TANN	             0.00	             0.00	             0.00
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200010_2530	        48.000	TIN	       96071.11	          4559.13	JOIG     12	         10981.44	        102493.42				7.408-%	3.829-%	0.479-%	4.982-%	         12.000	BOX	ZDOR	TAN	         91511.98	         10981.44	        102493.42
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200010_2530	        32.000	TIN	       64047.41	          3039.42	JOIG     12	          7320.96	         68328.95				7.408-%	3.829-%	0.479-%	4.982-%	          8.000	BOX	ZDOR	TAN	         61007.99	          7320.96	         68328.95
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200130_5000	         1.000	TIN	           3600	             0.00	JOIG     12	           432.00	          4032.00				19.36-%				          1.000	TIN	ZDOR	TAN	          3600.00	           432.00	          4032.00
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200004_75	       700.000	JAR	       41530.47	          1329.84	JOIG     12	          4824.08	         45024.71				7.413-%	3.835-%	0.473-%	3.308-%	          7.000	BOX	ZDOR	TAN	         40200.63	          4824.08	         45024.71
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200003_120	       720.000	JAR	       68353.85	          2735.62	JOIG     12	          7874.19	         73492.42				7.408-%	3.828-%	0.476-%	4.169-%	         12.000	BOX	ZDOR	TAN	         65618.23	          7874.19	         73492.42
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200001_525	       324.000	JAR	      134567.41	          6154.82	JOIG     12	         15409.51	        143822.10				7.408-%	3.829-%	0.478-%	4.793-%	         18.000	BOX	ZDOR	TAN	        128412.59	         15409.51	        143822.10
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90700060_14	      3000.000	PAC	       35610.85	          2637.84	JOIG      5	          1648.65	         34621.66				6.543-%	4.281-%	0.459-%	8-%	        100.000	BOX	ZDOR	TAN	         32973.01	          1648.65	         34621.66
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90300050_165	        48.000	JAR	         6530.6	           948.89	JOIG      5	           279.09	          5860.80				9.091-%	4.286-%	0.476-%	17-%	          2.000	BOX	ZDOR	TAN	          5581.71	           279.09	          5860.80
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	14001437_6	        96.000	NOS	              0	             0.00		             0.00	             0.00								         96.000	NOS	ZDOR	TANN	             0.00	             0.00	             0.00
7711003563	0001000515	0001000515	10	1611	DPSDKOL	20180718	90200091_290	        36.000	JAR	        8259.34	           342.03	JOIG     12	           950.08	          8867.39				7.407-%	3.829-%	0.477-%	4.32-%	          1.000	BOX	ZDOR	TAN	          7917.31	           950.08	          8867.39
7721002128	0001001839	0001001839	10	1612	DPSDGAU	20180718	90700020_65	       240.000	PAC	        13225.1	          1202.28	JOCG    2.5JOSG    2.5	           601.14	         12623.96				6.539-%	4.28-%	0.477-%	10-%	         20.000	BOX	ZDOR	TAN	         12022.82	           601.14	         12623.96
7721002128	0001001839	0001001839	10	1612	DPSDGAU	20180718	90400004_25	       360.000	BT	        6411.43	           836.27	JOCG    2.5JOSG    2.5	           278.76	          5853.92				20-%	6.05-%	0.45-%	15-%	         15.000	BOX	ZDOR	TAN	          5575.16	           278.76	          5853.92
7721002128	0001001839	0001001839	10	1612	DPSDGAU	20180718	90400003_30	       360.000	BT	        6411.36	           836.26	JOCG    2.5JOSG    2.5	           278.76	          5853.86				33.334-%	6.05-%	0.45-%	15-%	         15.000	BOX	ZDOR	TAN	          5575.10	           278.76	          5853.86
7721002128	0001001839	0001001839	10	1612	DPSDGAU	20180718	90700060_14	       990.000	PAC	       11751.59	           870.49	JOCG    2.5JOSG    2.5	           544.06	         11425.16				6.543-%	4.281-%	0.459-%	8-%	         33.000	BOX	ZDOR	TAN	         10881.10	           544.06	         11425.16
7111011500	0002000004	0002000004	20	1101	MNSD04	20180718	90100070_15	       372.000	CUP	         4150.2	             0.00	JOCG    2.5JOSG    2.5	           207.52	          4357.72	MH-14/DM-9620							          7.750	BOX	ZDOR	TAN	          4150.20	           207.52	          4357.72
7111011500	0002000004	0002000004	20	1101	MNSD04	20180718	90100070_15	       108.000	CUP	         1204.9	             0.00	JOCG    2.5JOSG    2.5	            60.24	          1265.14	MH-14/DM-9620							          2.250	BOX	ZDOR	TAN	          1204.90	            60.24	          1265.14
7701011538	0001000002	0001000002	40	1610	DPSDBHI01	20180718	90500087_370	       180.000	PAC	       52456.18	          3372.08	JOCG      6JOSG      6	          5890.10	         54974.20	MH04.GC6758			8.256-%	3.365-%	0.482-%	6.87-%	         15.000	BOX	ZDOR	TAN	         49084.10	          5890.10	         54974.20
7701011538	0001000002	0001000002	40	1610	DPSDBHI01	20180718	90500250_475	        20.000	PAC	        7343.67	             0.00	JOCG      6JOSG      6	           881.24	          8224.91	MH04.GC6758			9.091-%	4.287-%	0.477-%		          2.000	BOX	ZDOR	TAN	          7343.67	           881.24	          8224.91
7711003564	0001000515	0001000515	10	1611	DPSDKOL	20180718	90700009_50	       210.000	PAC	        9088.66	           673.23	JOIG      0	             0.00	          8415.43				9.1-%	4.291-%	0.485-%	8-%	          7.000	BOX	ZDOR	TAN	          8415.43	             0.00	          8415.43
7711003564	0001000515	0001000515	10	1611	DPSDKOL	20180718	90700009_50	        90.000	PAC	        3895.14	           288.53	JOIG      0	             0.00	          3606.61				9.1-%	4.291-%	0.485-%	8-%	          3.000	BOX	ZDOR	TAN	          3606.61	             0.00	          3606.61
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500051_115	        80.000	PAC	        7111.85	           338.66	JOCG      6JOSG      6	           812.78	          7585.97				9.091-%	4.286-%	0.477-%	5-%	          2.000	BOX	ZDOR	TAN	          6773.19	           812.78	          7585.97
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500021_125	       200.000	BLK	       19325.67	          1756.88	JOCG      6JOSG      6	          2108.26	         19677.05				9.091-%	4.286-%	0.477-%	10-%	          5.000	BOX	ZDOR	TAN	         17568.79	          2108.26	         19677.05
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500017_398	        60.000	BLK	       19074.06	          1412.89	JOCG      6JOSG      6	          2119.34	         19780.51				7.408-%	2.899-%	0.484-%	8-%	          5.000	BOX	ZDOR	TAN	         17661.17	          2119.34	         19780.51
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500019_115	        80.000	BLK	        7111.85	           338.66	JOCG      6JOSG      6	           812.78	          7585.97				9.091-%	4.286-%	0.477-%	5-%	          2.000	BOX	ZDOR	TAN	          6773.19	           812.78	          7585.97
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500047_225	        32.000	BLK	        5565.79	           265.04	JOCG      6JOSG      6	           636.10	          5936.85				9.091-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	          5300.75	           636.10	          5936.85
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500074_140	        96.000	PAC	       10389.48	           944.50	JOCG      6JOSG      6	          1133.40	         10578.38				9.091-%	4.286-%	0.477-%	10-%	          2.000	BOX	ZDOR	TAN	          9444.98	          1133.40	         10578.38
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500030_72	        72.000	PAC	        4007.37	           190.83	JOCG      6JOSG      6	           457.98	          4274.52				9.091-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	          3816.54	           457.98	          4274.52
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500029_125	       144.000	PAC	       13914.49	          1264.95	JOCG      6JOSG      6	          1517.94	         14167.48				9.091-%	4.286-%	0.477-%	10-%	          3.000	BOX	ZDOR	TAN	         12649.54	          1517.94	         14167.48
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500027_310	        80.000	PAC	       19171.06	           912.91	JOCG      6JOSG      6	          2190.98	         20449.13				9.091-%	4.286-%	0.477-%	5-%	          4.000	BOX	ZDOR	TAN	         18258.15	          2190.98	         20449.13
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500026_365	        84.000	PAC	       23701.01	          1755.63	JOCG      6JOSG      6	          2633.44	         24578.82				9.091-%	4.286-%	0.477-%	8-%	          7.000	BOX	ZDOR	TAN	         21945.38	          2633.44	         24578.82
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500064_79	       120.000	CUP	        7328.29	           348.97	JOCG      6JOSG      6	           837.52	          7816.84				9.091-%	4.286-%	0.477-%	5-%	          5.000	BOX	ZDOR	TAN	          6979.32	           837.52	          7816.84
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500062_79	        72.000	CUP	        4396.97	           209.38	JOCG      6JOSG      6	           502.52	          4690.11				9.091-%	4.286-%	0.477-%	5-%	          3.000	BOX	ZDOR	TAN	          4187.59	           502.52	          4690.11
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500061_79	        96.000	CUP	        5862.63	           279.17	JOCG      6JOSG      6	           670.02	          6253.48				9.091-%	4.286-%	0.477-%	5-%	          4.000	BOX	ZDOR	TAN	          5583.46	           670.02	          6253.48
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500059_79	        96.000	CUP	        5862.63	           279.17	JOCG      6JOSG      6	           670.02	          6253.48				9.091-%	4.286-%	0.477-%	5-%	          4.000	BOX	ZDOR	TAN	          5583.46	           670.02	          6253.48
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500024_85	        48.000	PAC	         3016.8	           143.66	JOCG      6JOSG      6	           344.78	          3217.92				13.044-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	          2873.14	           344.78	          3217.92
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500022_80	        48.000	PAC	        2839.74	           135.23	JOCG      6JOSG      6	           324.54	          3029.05				13.044-%	4.28-%	0.47-%	5-%	          1.000	BOX	ZDOR	TAN	          2704.51	           324.54	          3029.05
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90800001_75	       456.000	BLK	       28200.02	          2168.43	JOCG    2.5JOSG    2.5	          1301.58	         27333.17				9.091-%	4.286-%	0.477-%	8.33-%	         19.000	BOX	ZDOR	TAN	         26031.59	          1301.58	         27333.17
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90800004_185	       256.000	BLK	        39052.1	          2892.75	JOCG    2.5JOSG    2.5	          1807.96	         37967.31				9.09-%	4.285-%	0.477-%	8-%	         16.000	BOX	ZDOR	TAN	         36159.35	          1807.96	         37967.31
7711003565	0002000048	0002000048	10	1611	DPSDKOL	20180718	90500251_140	        48.000	PAC	        5194.73	           556.58	JOCG      6JOSG      6	           556.58	          5194.73				9.093-%	4.282-%	0.479-%	12-%	          1.000	BOX	ZDOR	TAN	          4638.15	           556.58	          5194.73
